X,auctionDate,auctionId,auctionName,currency,genre,guaranteeLine,highEst,id,isSold,lowEst,medium,salePrice,title,type,auctionYear,lot_desc
10,7-Apr-17,american-art-n09633,American Art,USD,"['Western', 'American']",CHARLES CRAIG,9000,109,TRUE,6000,['Oil on canvas'],4375,INDIAN ON HORSEBACK,"['Figure', 'Landscape']",2017,"signed Chas Craig and dated 1907 (lowerright) oil on canvas 18 by 24 inches (45.7 by 61 cm) Provenance  Governor George O. Shoup, Boise, Idaho Mr. and Mrs. Gibson Gardner, Denver Gift from the above,1970"
11,7-Apr-17,american-art-n09633,American Art,USD,['American'],MILTON AVERY,18000,11,TRUE,12000,"['Print', 'Oil', 'Ink', 'Paper']",15000,TWO BIRCHES,['Landscape'],2017,"signed Milton Avery and dated 1956 (lower left) monotype and ink on paper 24 by 18 inches (61 by 45.7 cm) Provenance  Mr. and Mrs. William Anthony Hogan, Greenwich, Connecticut Long Fine Art, New York, 1998 Acquired from the above by the present owner"
12,7-Apr-17,american-art-n09633,American Art,USD,['American'],CHARLES CRAIG,7000,110,TRUE,5000,"['Oil', 'Board/panel']",3750,INDIAN ENCAMPMENT,['Landscape'],2017,"signed Chas Craig and dated 1900 (lowerright) oil onpaperboard 16 by 24 inches (40.6 by 61 cm) Provenance  Mr. and Mrs. Bayard Young, St. Louis, MO Gift from the above, 1971"
13,7-Apr-17,american-art-n09633,American Art,USD,"['Western', 'American']",FREDERIC REMINGTON,30000,111,TRUE,20000,"['Board/panel', 'Ink', 'Pen', 'Paper']",25000,"BY \u2018N BY, HARADO HALTED AN\u2019 TURNED \u2018ROUND",['Illustration'],2017,"signed Remington (lower right) and inscribed A Mediaevael Romance / of the 19th Century / Outing and ""Adios (lower center) ink on paper laid down on board image: 11 3/8 by 9 1/4 inches (28.9 by 23.5 cm) sheet: 15 3/8 by 12 3/4 inches (39.1 by 32.4 cm) Executed in 1887. Provenance  DonenfeldCollection, Connecticut, by 1987 By descent from the above to the present owner, 2004"
14,7-Apr-17,american-art-n09633,American Art,USD,['American'],HARVEY T. DUNN,15000,112,TRUE,10000,['Oil on canvas'],9375,TRUE STORIES OF CRIME,['Illustration'],2017,"signed H.T. Dunn and dated -07- (lower right); titled True Stories of Crime (on the stretcher) oil on canvas 30 by 20 inches (76.2 by 50.8 cm) Provenance  Bent Gallery, Taos William Sr. and Dorothy Harmsen, Denver, 1967 Gift from the above,2001"
15,7-Apr-17,american-art-n09633,American Art,USD,"['Western', 'American']",FRANK B. HOFFMAN,30000,113,TRUE,20000,"['Oil', 'Board/panel']",20000,A SURE CATCH,['Pastoral'],2017,"signed Hoffman (lower right) oil on Masonite 24 by 30 inches (61 by 76.2 cm) Provenance  Boatmen's Bancshares, St. Louis Acquired from the above by the present owner, 1996"
16,7-Apr-17,american-art-n09633,American Art,USD,['American'],DEAN CORNWELL,15000,114,TRUE,10000,['Oil on canvas'],13750,CONFRONTATION AT THE SALOON,['Illustration'],2017,"signed Dean / Corn- / Well (lower right), signed with initials DC and dated 26 (lower left) oil on canvas 30 by 45 inches (76.2 by 114.3 cm) Provenance  Private Collection, Pennsylvania (acquired from the artist) By descent from the above to the present owner"
17,7-Apr-17,american-art-n09633,American Art,USD,['American'],RICHARD STONE REEVES,10000,115,TRUE,7000,['Oil on canvas'],11875,SEATTLE SLEW,['Equestrian'],2017,"signed RICHARD STONE REEVES and dated '91 (lower right), titled SEATTLE SLEW (lower left) oil on canvas 20 by 24 inches (50.8 by 61 cm) Provenance  Lincoln Galleries, Orange, New Jersey Acquired from the above by the present owner, 2006"
18,7-Apr-17,american-art-n09633,American Art,USD,"['American', 'Sculpture']",CARL ETHAN AKELEY,9000,116,TRUE,6000,['Bronze'],8125,LION ATTACKING A BUFFALO,"['Animal', 'Sculpture', 'Sporting']",2017,"inscribed Carl E. Akeley , stampedwith the ROMAN BRONZE WORKS NY foundry mark,and dated 1914 (on the base) bronze, dark brown patina height: 11 1/2 inches (29.2 cm) length: 23 inches (58.4 cm) Provenance  Chicago Art Gallery Fritz Katz, New York, November, 1961 (acquired from the above) Thence by decent"
19,7-Apr-17,american-art-n09633,American Art,USD,['American'],ARTHUR BURDETT FROST,50000,117,TRUE,30000,"['Canvas', 'Paper', 'Grisaille', 'Gouache']",35000,AN UNEXPECTED COVEY,['Hunting'],2017,"signed A.B. Frost and dated '82 (lower right); signed A.B. Frost andtitled An Unexpected Covey (on the reverse of the canvas) gouache and ink over traces of charcoal on paper laid down on canvas image: 24 by 17 1/4 inches (61 by 43.9 cm) canvas: 24 by 18 inches (61 by 45.8 cm) Provenance  Private Collection, Chicago Acquired as a gift from the above by the present owner, 2002"
20,7-Apr-17,american-art-n09633,American Art,USD,['American'],NORMAN ROCKWELL,50000,118,TRUE,30000,['Oil on canvas'],40000,PORTRAIT OF PATRICIA MERNONE,['Portrait'],2017,"signed Norman Rockwell (lower right) oil on canvas 29 by 27 inches (73.7 by 68.6 cm) Painted in 1969. Provenance  Collection of Edward Mernone, Maryland By descent from the above to the present owner"
21,7-Apr-17,american-art-n09633,American Art,USD,['American'],NORMAN ROCKWELL,20000,119,TRUE,15000,"['Paper', 'Pencil', 'Charcoal']",30000,STUDY FOR PORTRAIT OF PATRICIA MERNONE,['Portrait'],2017,"signed Norman Rockwell and inscribed My best wishes / to / my friend and / patron/ Edward Mernone / sincerely (lower right) pencil and charcoal on paper 28 3/4 by 27 inches (73 by 68.6 cm) Executed in 1969. Provenance  Collection of Edward Mernone, Maryland By descent from the above by the present owner"
22,7-Apr-17,american-art-n09633,American Art,USD,['American'],CHARLES EPHRAIM BURCHFIELD,15000,12,TRUE,10000,"['Paper', 'Watercolour', 'Pencil']",20000,CHERRY TREE IN MAY,['Landscape'],2017,"signed C. E. BURCHFIELD- and dated 1916 (lower right); dated May 1916 ( verso ) watercolor over pencil on paper 14 by 10 inches (35.6 by 25.4 cm) Provenance  Charles E. Burchfield Foundation Kennedy Galleries, New York, 1986 Acquired from the above by the present owner"
23,7-Apr-17,american-art-n09633,American Art,USD,['American'],NORMAN ROCKWELL,18000,120,TRUE,12000,"['Oil', 'Board/panel']",143750,"FIRST DAY OF SCHOOL, ALTERNATE IDEA (SECOND VERSION)","['Figure', 'Illustration']",2017,"signed with initials NR (lower left) oil on paperboard, unframed 17 1/2 by 14 1/2 inches (44.5 by 36.8 cm) Executed circa 1964. Provenance  Ogilvy &amp; Mather, New York Private Collection, New Orleans By descent from the above to the present owner"
24,7-Apr-17,american-art-n09633,American Art,USD,['American'],NORMAN ROCKWELL,10000,121,TRUE,7000,"['Oil', 'Board/panel']",137500,"FIRST DAY OF SCHOOL, ALTERNATE IDEA (FIRST VERSION)",['Illustration'],2017,"signed with initials NR (lower right); annotated extensively (on the mat) oil on paperboard, unframed 18 by 14 1/2 inches (45.7 by 36.8 cm) Executed circa 1964. Provenance  Ogilvy &amp; Mather, New York Private Collection, New Orleans By descent from the above to the present owner"
25,7-Apr-17,american-art-n09633,American Art,USD,['American'],ANNA MARY ROBERTSON (GRANDMA) MOSES,20000,122,TRUE,15000,"['Tempera on panel', 'Board/panel']",47500,SUGAR HOUSE,"['Genre', 'Genre scene', 'Landscape']",2017,"signed Moses (lower left); titled Sugar House , dated Aug 26, 1956 and numbered 1798 (on an original artist's label affixed to the backing with copyright reserved to Grandma Moses Properties, New York) tempera on Masonite 12 by 16 1/8 inches (30.5 by 41 cm) Provenance  David H. Griffin Collection Hammer Galleries, New York Private Collection, New York (sold: Sothebys, New York, December 2, 1993, lot 154)"
26,7-Apr-17,american-art-n09633,American Art,USD,"['American', 'Illustration']",DOUGLASS CROCKWELL,7000,123,TRUE,5000,"['Board/panel', 'Oil on panel']",5000,AFTER A DAY ON THE SLOPES,"['Genre scene', 'Illustration']",2017,"signed DOUGLASS CROCKWELL and with the artist's device (lower left) oil on Masonite 24 1/2 by 23 inches (62.2 by 58.4 cm) Painted circa 1954. Provenance  Sale: Illustration House, NewYork, December 3, 2005, lot 124 Collectionof Charles Martignette (sold from the estate: Heritage Auctions, Dallas, October 27, 2009, lot 96069) Private Collection, New York (acquiredfrom the above sale) By descent from the above"
27,7-Apr-17,american-art-n09633,American Art,USD,['American'],MORTON KUNSTLER,30000,124,TRUE,20000,['Oil on canvas'],27500,"RUSH&#39;S LANCERS (CAMP MEIGS, PHILADELPHIA, NOVEMBER 1861)",['Battle'],2017,"signed MKnstler and dated '08 (lower right) oil on canvas 21 by 44 inches (53.3 by 111.8 cm) Exhibited  Roslyn, New York, Nassau County Museum of Art, For Us the Living - The Civil War in Paintings by Mort Knstler , 2011 Cartersville, Georgia, Booth Western Art Museum, Mort Knstlers Civil War Art: For Us the Living , 2011 Lexington, Virginia, Virginia Military Institute Museum, For Us the Living - The Civil War in Paintings by Mort Knstler , 2012 New Market, Virginia, Virginia Museum of the Civil War at New Market Battlefield State Historical Park, For Us the Living - The Civil War in Paintings by Mort Knstler , 2012 Columbia, South Carolina, South Carolina State Museum, For Us the Living - The Civil War Art of Mort Knstler , 2013 Reading, Pennsylvania, The Reading Public Museum, Remembering the Battle of Gettysburg The Civil War Art of Mort Knstler , 2013 Raleigh, North Carolina, North Carolina Museum of History, For Us the Living - The Civil War Art of Mort Knstler , 2014 Hagerstown, Maryland, Washington County Museum of Fine Arts, For Us the Living - The Civil War Art of Mort Knstler ,2014 Stockbridge, Massachusetts, The Norman Rockwell Museum, Mort Knstler: The Art of Adventure , 2015 Winchester, Virginia, Museum of the Shenandoah Valley, Mort Knstler: The Art of Adventure , 2015 Canadian, Texas, Citadelle Art Foundation, Mort Knstler: The Art of Adventure , 2015 Stony Brook, New York, The Long Island Museum of American Art, History, and Carriages, Mort Knstler: The Art of Adventure , 2016"
28,7-Apr-17,american-art-n09633,American Art,USD,"['American', 'Sculpture']",GERTRUDE VANDERBILT WHITNEY,20000,125,FALSE,15000,['Bronze'],17500,"CHATEAU-THIERRY, SIGHTED AND ON THE TOP:?THREE SCULPTURES","['Figurative', 'Figure', 'Sculpture']",2017,"each inscribed Gertrude V. Whitney and stamped with the ROMAN BRONZE WORKS N-Y- foundry mark bronze, the second and third on 2 inch black marble bases height: 24 3/4 inches (62.9 cm); 20 1/4 inches (51.4 cm) 21 1/4 inches (54 cm) respectively Provenance  Art Institute of Chicago (sold:Sotheby's New York, September 30, 2009, lot 99) Acquired fromthe above sale by the present owner"
29,7-Apr-17,american-art-n09633,American Art,USD,['American'],JOSEPH CHRISTIAN LEYENDECKER,60000,126,TRUE,40000,['Oil on canvas'],212500,SOLDIER KNEELING AT FRENCH MEMORIAL,['Illustration'],2017,"signed with the artist's monogrammed signature JC Leyendecker (lower right) oil on canvas 29 by 20 3/4 inches (73.4 by 52.7 cm) Painted in 1918. Provenance  Private Collection, New York, 1995"
30,7-Apr-17,american-art-n09633,American Art,USD,['American'],ANDREW WYETH,30000,127,TRUE,20000,"['Paper', 'Watercolour']",56250,PUMPKIN VINE,['Landscape'],2017,"signed Andrew Wyeth and dated 1943 (lower right) watercolor on paper laid down on board 21 1/2 by 29 3/4 inches (54.5 by 75.5 cm) Provenance  Millicent Rogers, New York (acquired as agift from the artist) By descent in the family to the present owner"
31,7-Apr-17,american-art-n09633,American Art,USD,['American'],FRANK WESTON BENSON,50000,128,TRUE,30000,"['Paper', 'Watercolour', 'Pencil']",30000,BALD EAGLES SEATED AGAINST THE SKY,['Illustration'],2017,"signed F.W. Benson and dated '30 (lower left) watercolor and pencilon paper 29 3/4 by 21 7/8 inches (75.6 by 55.6 cm) Provenance  The Childs Gallery, Boston, Massachusetts Private Collection, circa 1970 By descent to the present owner"
32,7-Apr-17,american-art-n09633,American Art,USD,['American'],JOHANN BERTHELSEN,12000,129,TRUE,8000,['Oil on canvas'],11250,"SNOWY DAY, CITY HALL",['Winter Lanscape'],2017,"signed Johann Berthelsen (lower right) oil on canvas 25 by 30 inches (63.5 by 76.2 cm) Provenance  Sam and Ruth Levinson, New York, 1949 Gail Levinson, New Castle, Delaware (by descent from the above) Acquired from the above by the present owner"
33,7-Apr-17,american-art-n09633,American Art,USD,['American'],OSCAR BLUEMNER,7000,13,TRUE,5000,"['Paper', 'Crayon']",5625,"SECAUCUS, NEW JERSEY",['Landscape'],2017,"signed with monogrammedinitials OFB , inscribed Steinbeck Paper / Harlem / Secaucus, and numbered N. 1.30 P (upper right) colored crayonson paper 7 1/2 by 12 1/4 inches (19.1 by 31.1 cm) Provenance  Pensler Gallery, Washington, DC, 1998 Acquired from the above by the present owner"
34,7-Apr-17,american-art-n09633,American Art,USD,['American'],DALE WILLIAM NICHOLS,6000,130,TRUE,4000,"['Body colour/gouache', 'Paper', 'Watercolour']",6875,RURAL FARMHOUSE,['Landscape'],2017,"signed DALE NICHOLS (lower right) watercolor and gouache on paper 10 3/4 by 14 3/4 inches (27.3 by 37.5 cm) Provenance  Acquired by the present owner, circa 2014"
35,7-Apr-17,american-art-n09633,American Art,USD,['American'],EDNA REINDEL,12000,131,TRUE,8000,['Oil on canvas'],10000,CONTEMPLATION,['Still life'],2017,"signed Edna Reindel and dated 1937 (lower right) oil on canvas 32 by 26 inches (81.3 by 66 cm) Provenance  Macbeth Gallery, New York The Metropolitan Museum of Art (sold:Sotheby's Arcade, New York, March 25, 1997, lot 263, cover lot) Acquiredfrom the above sale by the present owner"
36,7-Apr-17,american-art-n09633,American Art,USD,['American'],DANIEL RALPH CELENTANO,12000,132,TRUE,8000,['Oil on canvas'],21250,PICNIC,['Genre'],2017,"signed Daniel R. Celentano (lower left) oil on canvas 22 by 23 inches (55.9 by 58.4 cm) Painted circa 1945. Provenance  Michael Lawlor, Santa Barbara Acquired from the above by the present owner, 2006"
37,7-Apr-17,american-art-n09633,American Art,USD,['American'],WOLF KAHN,35000,133,TRUE,25000,['Oil on canvas'],62500,FOGGY HARBOR,"['Abstract', 'Landscape']",2017,"signed W. Kahn (lower left); titled Foggy Harbor and dated 1997 (on the stretcher) oil on canvas 52 by 60 inches (132.1 by 152.4 cm) Provenance  Acquired directly from the artist, 1998"
38,7-Apr-17,american-art-n09633,American Art,USD,['American'],WOLF KAHN,7000,134,TRUE,5000,"['Paper', 'Pastel']",7500,LITTLE POND IN THE WOODS,"['Abstract', 'Landscape']",2017,"signed W Kahn (lower right) pastel on paper 22 by 30 inches (55.9 by 76.2 cm) Executed in 1996. Provenance  Addison/Ripley Fine Art, Washington, DC Acquired from the above by the present owner, 2000"
39,7-Apr-17,american-art-n09633,American Art,USD,['American'],WOLF KAHN,8000,135,TRUE,6000,"['Paper', 'Pastel']",13750,SHORELINE IN A SUMMER HAZE,['Landscape'],2017,"signed W Kahn and dated 1989 (lower right) pastel on paper 30 by 40 inches (76.2 by 101.6 cm) Provenance  Marianne Friedland Gallery, Toronto Acquired from the above by the present owner"
40,7-Apr-17,american-art-n09633,American Art,USD,['American'],MABEL ALVAREZ,8000,136,TRUE,6000,['Oil on canvas'],6000,PROMENADE,['Figure'],2017,"signed Alvarez (lower center) oil on canvas 40 by 30 inches (101.6 by 76.2 cm) Provenance  Kramer Gallery, Los Angeles Private Collection, Los Angeles By descent from the above to the present owner"
41,7-Apr-17,american-art-n09633,American Art,USD,['American'],HUGO ROBUS,7000,137,TRUE,5000,['Bronze'],5000,THE SPIRIT OF YOUTH,['Figure'],2017,"inscribed HUGO ROBUS and stamped with the FonderiaArtisticaBattagliaMilano foundry mark bronze, light brown patina, on a 12 inch wooden base height: 45 inches (114.3 cm) Provenance  Forum Gallery, New York Fritz Katz, New York, March, 1969 (acquired from the above) Thence by descent"
42,7-Apr-17,american-art-n09633,American Art,USD,['American'],RICHARD ALAN SCHMID,30000,138,TRUE,20000,['Oil on canvas'],20000,BEGONIAS AND WILDFLOWERS,['Flower'],2017,"signed Schmid (lower left); signed Richard Schmid and dated 1961 (on the reverse) oil on canvas 12 by 24 inches (30.5 by 61 cm) Provenance  Private Collection, Washington, DC By descent from the above to the present owner"
43,7-Apr-17,american-art-n09633,American Art,USD,['American'],STEPHEN SCOTT YOUNG,30000,139,TRUE,20000,"['Paper', 'Watercolour']",25000,WANDA,['Portrait'],2017,"signed S S Young and dated 1991 (lower right) watercolor on paper sight: 28 1/2 by 20 3/4 inches (72.4 by 52.7 cm) Provenance  John Surovek Gallery, Palm Beach Adrian and Beatrice Blumenfeld, New York, 1992 By descent from the above to the present owners"
44,7-Apr-17,american-art-n09633,American Art,USD,['American'],WALTER TANDY MURCH,18000,14,TRUE,12000,"['Board/panel', 'Oil on canvas']",25000,MOTOR PART,"['Still life', 'Table']",2017,"signed Walter Murch (upper right) oil on canvas 33 1/2 by 26 inches (85.1 by 66 cm) Painted in 1967. Provenance  Betty Parsons Gallery Private Collection Forum Gallery, New York Private Collection, San Francisco Forum Gallery, New York, 2002 Acquired from the above by the present owner"
45,7-Apr-17,american-art-n09633,American Art,USD,['American'],GARY THOMAS ERBE,7000,140,TRUE,5000,['Oil on canvas'],6875,CHAPTER ONE: HUMANITY,['Trompe l&#39;oeil'],2017,"signed G Erbe and dated 82 (lower right) oil on canvas 24 by 32 inches (61 by 81.3 cm) Provenance  Alexander Gallery, New York Private Collection (acquired from the above, 1982) Corporate Collection (acquired from the above, 1992)"
46,7-Apr-17,american-art-n09633,American Art,USD,['American'],GARY THOMAS ERBE,7000,141,TRUE,5000,['Oil on canvas'],5000,SPECIMEN CASE,['Trompe l&#39;oeil'],2017,"signed G Erbe (lower right) oil on canvas 22 by 27 inches (55.9 by 68.6 cm) Painted in 1980. Provenance  Alexander Gallery, New York Private Collection (acquired from the above, 1980) Corporate Collection (acquired from the above, 1992)"
47,7-Apr-17,american-art-n09633,American Art,USD,['American'],ALBERT W. WEIN,9000,142,TRUE,6000,['Bronze'],9375,ARCADIA,['Allegory'],2017,"inscribed Wein , numbered 2/12, anddated 89 bronze, brown patina height: 46 inches (116.8 cm)"
48,7-Apr-17,american-art-n09633,American Art,USD,['American'],DONALD DE LUE,4000,143,TRUE,3000,['Bronze'],16250,CHANSON D&#39;AMOUR,['Allegory'],2017,"inscribed DeLue SC, numbered 2/12 , dated 1980 ,and dated 1986 bronze, light olive-green patina on a 1 inch green stone base height: 15 1/4 inches (38.7 cm) Provenance  Childs Gallery, Boston Acquired from the above present owner"
49,7-Apr-17,american-art-n09633,American Art,USD,"['American', 'Abstract']",JOSEPH STELLA,25000,15,FALSE,15000,"['Body colour/gouache', 'Paper']",13750,ABSTRACTION: RED AND BLACK,['Abstract'],2017,"watercolor and gouache over traces of pencilon paper 13 by 11 3/4 inches (33 by 29.9 cm) Provenance  Pensler Gallery, Washington, DC, 1991 Acquired from the above by the present owner"
50,7-Apr-17,american-art-n09633,American Art,USD,['American'],JOHN MARIN,50000,16,FALSE,30000,['Works on paper'],35000,THE BERKSHIRES,['Landscape'],2017,"signed Marin and dated 12 (lower left) watercolor on paper 14 by 16 inches (35.5 by 40.5 cm) Provenance  Alfred Stieglitz, New York (acquired directly from the artist) Mrs. Marie K. Boursault (formerly Marie K. Rapp,Jamesburg, New Jersey; acquired as a gift from the above) Sale:Christie's, New York, November 30, 2006, lot 36 Acquiredfrom the above sale by the present owner"
51,7-Apr-17,american-art-n09633,American Art,USD,['American'],MILTON AVERY,60000,17,TRUE,40000,"['Board/panel', 'Oil on canvas']",93750,POTTED PLANT,['Still life'],2017,"signed Milton Avery and dated 1958 (lower left); signed Milton Avery , titled ""Potted Plant"", and inscribed 24 x 18 / oil (on the reverse) oil on canvas board 24 by 18 inches (61 by 45.7 cm)"
52,7-Apr-17,american-art-n09633,American Art,USD,['American'],MILTON AVERY,50000,18,FALSE,30000,"['Paper', 'Watercolour', 'Pencil']",30000,ROAD TO THE MARKET,['Landscape'],2017,"signed Milton Avery and dated 1946 (lower right); signed Milton Avery, titled ""Road to the Market"" , and dated 1946 ( verso ) watercolor over pencil on paper 19 3/4 by 25 3/4 inches (50.2 by 65.4 cm) Provenance  Associated American Artists, New York Arij Gasiunasen Fine Art,Palm Beach Acquired from the above by the present owner, 1994"
53,7-Apr-17,american-art-n09633,American Art,USD,['American'],ALFRED HENRY MAURER,25000,19,TRUE,15000,"['Oil', 'Board/panel']",17500,STILL LIFE WITH WHITE PITCHER AND FLOWERS,"['Flower', 'Still life']",2017,"signed A. H. Maurer (lower right) oil on paperboard 21 3/4 by 18 inches (55.2 by 45.7 cm) Painted circa 1912. Provenance  Bertha Schafer Gallery, New York (sold: Sotheby's, New York, May 28, 1987, lot 304) Acquiredfrom the above sale by the present owner"
54,7-Apr-17,american-art-n09633,American Art,USD,['American'],MILTON AVERY,12000,2,TRUE,8000,"['Paper', 'Other']",20000,AUTUMN TREES,['Landscape'],2017,signed Milton Avery and dated 1951 (lower center) monotype on paper 17 by 22 inches (43.2 by 55.9 cm)
55,7-Apr-17,american-art-n09633,American Art,USD,"['American', 'Ashcan School']",ADOLPHE BORIE,8000,20,TRUE,6000,['Oil on canvas'],7500,THE BLUE FEATHERED HAT,"['Figurative', 'Genre', 'Portrait']",2017,"signed Adolphe Borie (upper left) oil on canvas 20 by 16 inches (51 by 40.6 cm) Provenance  Sale:Christie's New York, September 28, 1989, lot 260 Acquiredfrom the above sale by the present owner"
56,7-Apr-17,american-art-n09633,American Art,USD,"['American', 'Sculpture']",WILLIAM ZORACH,35000,21,TRUE,25000,"['Bronze', 'Sculpture']",52500,SPIRIT OF THE DANCE,['Figure'],2017,"inscribed Zorach ,numbered 5/6, and dated 1932 bronze, brown patina height: 25 1/2 inches (64.8 cm) Catalogue Note <div class=""lotdetail-catalogue-notes-wrap""> <div class=""lotdetail-catalogue-notes-text""> <div class=""lotdetail-catalogue-notes-holder""> In 1932, the Rockefeller family selected Zorachs Spirit of the Dance to adorn Radio City Music Hall, which opened its doors the same year. Because of its nudity, the original aluminum cast, 6 feet 6 inches in height, caused controversy when it first appeared and was removed for several months. But, finally, it was reinstalled in the Grand Lounge on the lower level, where it still can be seen today."
57,7-Apr-17,american-art-n09633,American Art,USD,"['American', 'Sculpture']",WILLIAM ZORACH,7000,22,TRUE,5000,['Bronze'],12500,SLEEPING CAT,"['Animal', 'Sculpture']",2017,"inscribed Zorach polished bronze on a 3/4inch black base length: 6 1/2 inches (16.4 cm) Provenance  Zabriskie Gallery, New York Acquiredfrom the above by the present owner"
58,7-Apr-17,american-art-n09633,American Art,USD,['American'],WILLIAM ZORACH,10000,23,FALSE,7000,['Stone'],6250,SINGING BIRD,['Birds'],2017,"granite, on a 2 inch black stone base height: 6 inches (15.2 cm) length: 11 1/2 inches (29.2 cm) Provenance  Private Collection, New York"
59,7-Apr-17,american-art-n09633,American Art,USD,"['Impressionist', 'American']",EDWARD WILLIS REDFIELD,300000,24,TRUE,200000,['Oil on canvas'],360500,EARLY SPRING,['Landscape'],2017,"signed E.W. Redfield (lower right) oil on canvas 26 by 32 inches (66 by 81.3 cm) Provenance  Alexander Gallery, New York PrivateCollection (acquired from the above, 1981)"
